"","Group.1","Date","DMA","Total_Cases","Total_Deaths","CaseLagDay-1","NewCasesPerDay","DeathLagDay-1","NewDeathsPerDay","CaseLagDay-2","CaseLagDay-3","CaseLagDay-4","CaseLagDay-5","CaseLagDay-6","CaseLagDay-7","CaseLagDay-8","CaseLagDay-9","CaseLagDay-10","CaseLagDay-11","CaseLagDay-12","CaseLagDay-13","CaseLagDay-14","CaseLagDay+1","CaseLagDay+2","CaseLagDay+3","CaseLagDay+4","CaseLagDay+5","CaseLagDay+6","CaseLagDay+7","CaseLagDay+8","CaseLagDay+9","CaseLagDay+10","CaseLagDay+11","CaseLagDay+12","CaseLagDay+13","CaseLagDay+14"
"7679","20200324_ST. JOSEPH (MO)",20200324,"ST. JOSEPH (MO)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,4,4,6,7,7,10,11,11,16,19
"7680","20200325_ST. JOSEPH (MO)",20200325,"ST. JOSEPH (MO)",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,4,6,7,7,10,11,11,16,19,22
"7681","20200326_ST. JOSEPH (MO)",20200326,"ST. JOSEPH (MO)",1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,6,7,7,10,11,11,16,19,22,24
"7682","20200327_ST. JOSEPH (MO)",20200327,"ST. JOSEPH (MO)",3,0,1,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,7,7,10,11,11,16,19,22,24,27
"7683","20200328_ST. JOSEPH (MO)",20200328,"ST. JOSEPH (MO)",4,0,3,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,7,7,10,11,11,16,19,22,24,27,28
"7684","20200329_ST. JOSEPH (MO)",20200329,"ST. JOSEPH (MO)",4,0,4,0,0,0,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,7,10,11,11,16,19,22,24,27,28,28
"7685","20200330_ST. JOSEPH (MO)",20200330,"ST. JOSEPH (MO)",4,0,4,0,0,0,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,10,11,11,16,19,22,24,27,28,28,30
"7686","20200331_ST. JOSEPH (MO)",20200331,"ST. JOSEPH (MO)",6,0,4,2,0,0,4,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,7,7,10,11,11,16,19,22,24,27,28,28,30,31
"7687","20200401_ST. JOSEPH (MO)",20200401,"ST. JOSEPH (MO)",7,0,6,1,0,0,4,4,4,3,1,1,1,NA,NA,NA,NA,NA,NA,7,10,11,11,16,19,22,24,27,28,28,30,31,36
"7688","20200402_ST. JOSEPH (MO)",20200402,"ST. JOSEPH (MO)",7,0,7,0,0,0,6,4,4,4,3,1,1,1,NA,NA,NA,NA,NA,10,11,11,16,19,22,24,27,28,28,30,31,36,36
"7689","20200403_ST. JOSEPH (MO)",20200403,"ST. JOSEPH (MO)",10,0,7,3,0,0,7,6,4,4,4,3,1,1,1,NA,NA,NA,NA,11,11,16,19,22,24,27,28,28,30,31,36,36,38
"7690","20200404_ST. JOSEPH (MO)",20200404,"ST. JOSEPH (MO)",11,0,10,1,0,0,7,7,6,4,4,4,3,1,1,1,NA,NA,NA,11,16,19,22,24,27,28,28,30,31,36,36,38,40
"7691","20200405_ST. JOSEPH (MO)",20200405,"ST. JOSEPH (MO)",11,0,11,0,0,0,10,7,7,6,4,4,4,3,1,1,1,NA,NA,16,19,22,24,27,28,28,30,31,36,36,38,40,41
"7692","20200406_ST. JOSEPH (MO)",20200406,"ST. JOSEPH (MO)",16,0,11,5,0,0,11,10,7,7,6,4,4,4,3,1,1,1,NA,19,22,24,27,28,28,30,31,36,36,38,40,41,42
"7693","20200407_ST. JOSEPH (MO)",20200407,"ST. JOSEPH (MO)",19,0,16,3,0,0,11,11,10,7,7,6,4,4,4,3,1,1,1,22,24,27,28,28,30,31,36,36,38,40,41,42,43
"7694","20200408_ST. JOSEPH (MO)",20200408,"ST. JOSEPH (MO)",22,0,19,3,0,0,16,11,11,10,7,7,6,4,4,4,3,1,1,24,27,28,28,30,31,36,36,38,40,41,42,43,NA
"7695","20200409_ST. JOSEPH (MO)",20200409,"ST. JOSEPH (MO)",24,1,22,2,0,1,19,16,11,11,10,7,7,6,4,4,4,3,1,27,28,28,30,31,36,36,38,40,41,42,43,NA,NA
"7696","20200410_ST. JOSEPH (MO)",20200410,"ST. JOSEPH (MO)",27,1,24,3,1,0,22,19,16,11,11,10,7,7,6,4,4,4,3,28,28,30,31,36,36,38,40,41,42,43,NA,NA,NA
"7697","20200411_ST. JOSEPH (MO)",20200411,"ST. JOSEPH (MO)",28,1,27,1,1,0,24,22,19,16,11,11,10,7,7,6,4,4,4,28,30,31,36,36,38,40,41,42,43,NA,NA,NA,NA
"7698","20200412_ST. JOSEPH (MO)",20200412,"ST. JOSEPH (MO)",28,1,28,0,1,0,27,24,22,19,16,11,11,10,7,7,6,4,4,30,31,36,36,38,40,41,42,43,NA,NA,NA,NA,NA
"7699","20200413_ST. JOSEPH (MO)",20200413,"ST. JOSEPH (MO)",30,1,28,2,1,0,28,27,24,22,19,16,11,11,10,7,7,6,4,31,36,36,38,40,41,42,43,NA,NA,NA,NA,NA,NA
"7700","20200414_ST. JOSEPH (MO)",20200414,"ST. JOSEPH (MO)",31,1,30,1,1,0,28,28,27,24,22,19,16,11,11,10,7,7,6,36,36,38,40,41,42,43,NA,NA,NA,NA,NA,NA,NA
"7701","20200415_ST. JOSEPH (MO)",20200415,"ST. JOSEPH (MO)",36,1,31,5,1,0,30,28,28,27,24,22,19,16,11,11,10,7,7,36,38,40,41,42,43,NA,NA,NA,NA,NA,NA,NA,NA
"7702","20200416_ST. JOSEPH (MO)",20200416,"ST. JOSEPH (MO)",36,1,36,0,1,0,31,30,28,28,27,24,22,19,16,11,11,10,7,38,40,41,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7703","20200417_ST. JOSEPH (MO)",20200417,"ST. JOSEPH (MO)",38,1,36,2,1,0,36,31,30,28,28,27,24,22,19,16,11,11,10,40,41,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7704","20200418_ST. JOSEPH (MO)",20200418,"ST. JOSEPH (MO)",40,1,38,2,1,0,36,36,31,30,28,28,27,24,22,19,16,11,11,41,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7705","20200419_ST. JOSEPH (MO)",20200419,"ST. JOSEPH (MO)",41,1,40,1,1,0,38,36,36,31,30,28,28,27,24,22,19,16,11,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7706","20200420_ST. JOSEPH (MO)",20200420,"ST. JOSEPH (MO)",42,1,41,1,1,0,40,38,36,36,31,30,28,28,27,24,22,19,16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7707","20200421_ST. JOSEPH (MO)",20200421,"ST. JOSEPH (MO)",43,1,42,1,1,0,41,40,38,36,36,31,30,28,28,27,24,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7708","20200307_ST. LOUIS (MO)",20200307,"ST. LOUIS (MO)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,4,5,7,9,16,24,30,44
"7709","20200308_ST. LOUIS (MO)",20200308,"ST. LOUIS (MO)",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,4,5,7,9,16,24,30,44,81
"7710","20200309_ST. LOUIS (MO)",20200309,"ST. LOUIS (MO)",1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,5,7,9,16,24,30,44,81,100
"7711","20200310_ST. LOUIS (MO)",20200310,"ST. LOUIS (MO)",1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,5,7,9,16,24,30,44,81,100,108
"7712","20200311_ST. LOUIS (MO)",20200311,"ST. LOUIS (MO)",1,0,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,5,7,9,16,24,30,44,81,100,108,227
"7713","20200312_ST. LOUIS (MO)",20200312,"ST. LOUIS (MO)",1,0,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,7,9,16,24,30,44,81,100,108,227,308
"7714","20200313_ST. LOUIS (MO)",20200313,"ST. LOUIS (MO)",2,0,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,9,16,24,30,44,81,100,108,227,308,408
"7715","20200314_ST. LOUIS (MO)",20200314,"ST. LOUIS (MO)",4,0,2,2,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,7,9,16,24,30,44,81,100,108,227,308,408,511
"7716","20200315_ST. LOUIS (MO)",20200315,"ST. LOUIS (MO)",5,0,4,1,0,0,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,7,9,16,24,30,44,81,100,108,227,308,408,511,564
"7717","20200316_ST. LOUIS (MO)",20200316,"ST. LOUIS (MO)",7,0,5,2,0,0,4,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,9,16,24,30,44,81,100,108,227,308,408,511,564,628
"7718","20200317_ST. LOUIS (MO)",20200317,"ST. LOUIS (MO)",9,0,7,2,0,0,5,4,2,1,1,1,1,1,1,NA,NA,NA,NA,16,24,30,44,81,100,108,227,308,408,511,564,628,867
"7719","20200318_ST. LOUIS (MO)",20200318,"ST. LOUIS (MO)",16,0,9,7,0,0,7,5,4,2,1,1,1,1,1,1,NA,NA,NA,24,30,44,81,100,108,227,308,408,511,564,628,867,908
"7720","20200319_ST. LOUIS (MO)",20200319,"ST. LOUIS (MO)",24,0,16,8,0,0,9,7,5,4,2,1,1,1,1,1,1,NA,NA,30,44,81,100,108,227,308,408,511,564,628,867,908,1248
"7721","20200320_ST. LOUIS (MO)",20200320,"ST. LOUIS (MO)",30,1,24,6,0,1,16,9,7,5,4,2,1,1,1,1,1,1,NA,44,81,100,108,227,308,408,511,564,628,867,908,1248,1460
"7722","20200321_ST. LOUIS (MO)",20200321,"ST. LOUIS (MO)",44,1,30,14,1,0,24,16,9,7,5,4,2,1,1,1,1,1,1,81,100,108,227,308,408,511,564,628,867,908,1248,1460,1618
"7723","20200322_ST. LOUIS (MO)",20200322,"ST. LOUIS (MO)",81,1,44,37,1,0,30,24,16,9,7,5,4,2,1,1,1,1,1,100,108,227,308,408,511,564,628,867,908,1248,1460,1618,1686
"7724","20200323_ST. LOUIS (MO)",20200323,"ST. LOUIS (MO)",100,2,81,19,1,1,44,30,24,16,9,7,5,4,2,1,1,1,1,108,227,308,408,511,564,628,867,908,1248,1460,1618,1686,1966
"7725","20200324_ST. LOUIS (MO)",20200324,"ST. LOUIS (MO)",108,2,100,8,2,0,81,44,30,24,16,9,7,5,4,2,1,1,1,227,308,408,511,564,628,867,908,1248,1460,1618,1686,1966,2264
"7726","20200325_ST. LOUIS (MO)",20200325,"ST. LOUIS (MO)",227,3,108,119,2,1,100,81,44,30,24,16,9,7,5,4,2,1,1,308,408,511,564,628,867,908,1248,1460,1618,1686,1966,2264,2533
"7727","20200326_ST. LOUIS (MO)",20200326,"ST. LOUIS (MO)",308,3,227,81,3,0,108,100,81,44,30,24,16,9,7,5,4,2,1,408,511,564,628,867,908,1248,1460,1618,1686,1966,2264,2533,2780
"7728","20200327_ST. LOUIS (MO)",20200327,"ST. LOUIS (MO)",408,5,308,100,3,2,227,108,100,81,44,30,24,16,9,7,5,4,2,511,564,628,867,908,1248,1460,1618,1686,1966,2264,2533,2780,3006
"7729","20200328_ST. LOUIS (MO)",20200328,"ST. LOUIS (MO)",511,6,408,103,5,1,308,227,108,100,81,44,30,24,16,9,7,5,4,564,628,867,908,1248,1460,1618,1686,1966,2264,2533,2780,3006,3192
"7730","20200329_ST. LOUIS (MO)",20200329,"ST. LOUIS (MO)",564,8,511,53,6,2,408,308,227,108,100,81,44,30,24,16,9,7,5,628,867,908,1248,1460,1618,1686,1966,2264,2533,2780,3006,3192,3337
"7731","20200330_ST. LOUIS (MO)",20200330,"ST. LOUIS (MO)",628,8,564,64,8,0,511,408,308,227,108,100,81,44,30,24,16,9,7,867,908,1248,1460,1618,1686,1966,2264,2533,2780,3006,3192,3337,3509
"7732","20200331_ST. LOUIS (MO)",20200331,"ST. LOUIS (MO)",867,9,628,239,8,1,564,511,408,308,227,108,100,81,44,30,24,16,9,908,1248,1460,1618,1686,1966,2264,2533,2780,3006,3192,3337,3509,3762
"7733","20200401_ST. LOUIS (MO)",20200401,"ST. LOUIS (MO)",908,9,867,41,9,0,628,564,511,408,308,227,108,100,81,44,30,24,16,1248,1460,1618,1686,1966,2264,2533,2780,3006,3192,3337,3509,3762,3915
"7734","20200402_ST. LOUIS (MO)",20200402,"ST. LOUIS (MO)",1248,16,908,340,9,7,867,628,564,511,408,308,227,108,100,81,44,30,24,1460,1618,1686,1966,2264,2533,2780,3006,3192,3337,3509,3762,3915,4072
"7735","20200403_ST. LOUIS (MO)",20200403,"ST. LOUIS (MO)",1460,21,1248,212,16,5,908,867,628,564,511,408,308,227,108,100,81,44,30,1618,1686,1966,2264,2533,2780,3006,3192,3337,3509,3762,3915,4072,4212
"7736","20200404_ST. LOUIS (MO)",20200404,"ST. LOUIS (MO)",1618,28,1460,158,21,7,1248,908,867,628,564,511,408,308,227,108,100,81,44,1686,1966,2264,2533,2780,3006,3192,3337,3509,3762,3915,4072,4212,4442
"7737","20200405_ST. LOUIS (MO)",20200405,"ST. LOUIS (MO)",1686,36,1618,68,28,8,1460,1248,908,867,628,564,511,408,308,227,108,100,81,1966,2264,2533,2780,3006,3192,3337,3509,3762,3915,4072,4212,4442,4587
"7738","20200406_ST. LOUIS (MO)",20200406,"ST. LOUIS (MO)",1966,37,1686,280,36,1,1618,1460,1248,908,867,628,564,511,408,308,227,108,100,2264,2533,2780,3006,3192,3337,3509,3762,3915,4072,4212,4442,4587,4726
"7739","20200407_ST. LOUIS (MO)",20200407,"ST. LOUIS (MO)",2264,56,1966,298,37,19,1686,1618,1460,1248,908,867,628,564,511,408,308,227,108,2533,2780,3006,3192,3337,3509,3762,3915,4072,4212,4442,4587,4726,4849
"7740","20200408_ST. LOUIS (MO)",20200408,"ST. LOUIS (MO)",2533,63,2264,269,56,7,1966,1686,1618,1460,1248,908,867,628,564,511,408,308,227,2780,3006,3192,3337,3509,3762,3915,4072,4212,4442,4587,4726,4849,NA
"7741","20200409_ST. LOUIS (MO)",20200409,"ST. LOUIS (MO)",2780,68,2533,247,63,5,2264,1966,1686,1618,1460,1248,908,867,628,564,511,408,308,3006,3192,3337,3509,3762,3915,4072,4212,4442,4587,4726,4849,NA,NA
"7742","20200410_ST. LOUIS (MO)",20200410,"ST. LOUIS (MO)",3006,78,2780,226,68,10,2533,2264,1966,1686,1618,1460,1248,908,867,628,564,511,408,3192,3337,3509,3762,3915,4072,4212,4442,4587,4726,4849,NA,NA,NA
"7743","20200411_ST. LOUIS (MO)",20200411,"ST. LOUIS (MO)",3192,89,3006,186,78,11,2780,2533,2264,1966,1686,1618,1460,1248,908,867,628,564,511,3337,3509,3762,3915,4072,4212,4442,4587,4726,4849,NA,NA,NA,NA
"7744","20200412_ST. LOUIS (MO)",20200412,"ST. LOUIS (MO)",3337,91,3192,145,89,2,3006,2780,2533,2264,1966,1686,1618,1460,1248,908,867,628,564,3509,3762,3915,4072,4212,4442,4587,4726,4849,NA,NA,NA,NA,NA
"7745","20200413_ST. LOUIS (MO)",20200413,"ST. LOUIS (MO)",3509,110,3337,172,91,19,3192,3006,2780,2533,2264,1966,1686,1618,1460,1248,908,867,628,3762,3915,4072,4212,4442,4587,4726,4849,NA,NA,NA,NA,NA,NA
"7746","20200414_ST. LOUIS (MO)",20200414,"ST. LOUIS (MO)",3762,118,3509,253,110,8,3337,3192,3006,2780,2533,2264,1966,1686,1618,1460,1248,908,867,3915,4072,4212,4442,4587,4726,4849,NA,NA,NA,NA,NA,NA,NA
"7747","20200415_ST. LOUIS (MO)",20200415,"ST. LOUIS (MO)",3915,133,3762,153,118,15,3509,3337,3192,3006,2780,2533,2264,1966,1686,1618,1460,1248,908,4072,4212,4442,4587,4726,4849,NA,NA,NA,NA,NA,NA,NA,NA
"7748","20200416_ST. LOUIS (MO)",20200416,"ST. LOUIS (MO)",4072,143,3915,157,133,10,3762,3509,3337,3192,3006,2780,2533,2264,1966,1686,1618,1460,1248,4212,4442,4587,4726,4849,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7749","20200417_ST. LOUIS (MO)",20200417,"ST. LOUIS (MO)",4212,162,4072,140,143,19,3915,3762,3509,3337,3192,3006,2780,2533,2264,1966,1686,1618,1460,4442,4587,4726,4849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7750","20200418_ST. LOUIS (MO)",20200418,"ST. LOUIS (MO)",4442,171,4212,230,162,9,4072,3915,3762,3509,3337,3192,3006,2780,2533,2264,1966,1686,1618,4587,4726,4849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7751","20200419_ST. LOUIS (MO)",20200419,"ST. LOUIS (MO)",4587,177,4442,145,171,6,4212,4072,3915,3762,3509,3337,3192,3006,2780,2533,2264,1966,1686,4726,4849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7752","20200420_ST. LOUIS (MO)",20200420,"ST. LOUIS (MO)",4726,182,4587,139,177,5,4442,4212,4072,3915,3762,3509,3337,3192,3006,2780,2533,2264,1966,4849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7753","20200421_ST. LOUIS (MO)",20200421,"ST. LOUIS (MO)",4849,204,4726,123,182,22,4587,4442,4212,4072,3915,3762,3509,3337,3192,3006,2780,2533,2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7754","20200314_SYRACUSE (NY)",20200314,"SYRACUSE (NY)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,9,15,28,44,76,87,94,122,168,207
"7755","20200315_SYRACUSE (NY)",20200315,"SYRACUSE (NY)",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,9,15,28,44,76,87,94,122,168,207,244
"7756","20200316_SYRACUSE (NY)",20200316,"SYRACUSE (NY)",2,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,9,15,28,44,76,87,94,122,168,207,244,305
"7757","20200317_SYRACUSE (NY)",20200317,"SYRACUSE (NY)",3,0,2,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,15,28,44,76,87,94,122,168,207,244,305,329
"7758","20200318_SYRACUSE (NY)",20200318,"SYRACUSE (NY)",4,0,3,1,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,28,44,76,87,94,122,168,207,244,305,329,416
"7759","20200319_SYRACUSE (NY)",20200319,"SYRACUSE (NY)",9,0,4,5,0,0,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,28,44,76,87,94,122,168,207,244,305,329,416,514
"7760","20200320_SYRACUSE (NY)",20200320,"SYRACUSE (NY)",15,0,9,6,0,0,4,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,28,44,76,87,94,122,168,207,244,305,329,416,514,514
"7761","20200321_SYRACUSE (NY)",20200321,"SYRACUSE (NY)",28,0,15,13,0,0,9,4,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,44,76,87,94,122,168,207,244,305,329,416,514,514,571
"7762","20200322_SYRACUSE (NY)",20200322,"SYRACUSE (NY)",44,0,28,16,0,0,15,9,4,3,2,1,1,NA,NA,NA,NA,NA,NA,76,87,94,122,168,207,244,305,329,416,514,514,571,594
"7763","20200323_SYRACUSE (NY)",20200323,"SYRACUSE (NY)",76,0,44,32,0,0,28,15,9,4,3,2,1,1,NA,NA,NA,NA,NA,87,94,122,168,207,244,305,329,416,514,514,571,594,635
"7764","20200324_SYRACUSE (NY)",20200324,"SYRACUSE (NY)",87,0,76,11,0,0,44,28,15,9,4,3,2,1,1,NA,NA,NA,NA,94,122,168,207,244,305,329,416,514,514,571,594,635,645
"7765","20200325_SYRACUSE (NY)",20200325,"SYRACUSE (NY)",94,0,87,7,0,0,76,44,28,15,9,4,3,2,1,1,NA,NA,NA,122,168,207,244,305,329,416,514,514,571,594,635,645,648
"7766","20200326_SYRACUSE (NY)",20200326,"SYRACUSE (NY)",122,0,94,28,0,0,87,76,44,28,15,9,4,3,2,1,1,NA,NA,168,207,244,305,329,416,514,514,571,594,635,645,648,637
"7767","20200327_SYRACUSE (NY)",20200327,"SYRACUSE (NY)",168,0,122,46,0,0,94,87,76,44,28,15,9,4,3,2,1,1,NA,207,244,305,329,416,514,514,571,594,635,645,648,637,668
"7768","20200328_SYRACUSE (NY)",20200328,"SYRACUSE (NY)",207,0,168,39,0,0,122,94,87,76,44,28,15,9,4,3,2,1,1,244,305,329,416,514,514,571,594,635,645,648,637,668,685
"7769","20200329_SYRACUSE (NY)",20200329,"SYRACUSE (NY)",244,0,207,37,0,0,168,122,94,87,76,44,28,15,9,4,3,2,1,305,329,416,514,514,571,594,635,645,648,637,668,685,708
"7770","20200330_SYRACUSE (NY)",20200330,"SYRACUSE (NY)",305,0,244,61,0,0,207,168,122,94,87,76,44,28,15,9,4,3,2,329,416,514,514,571,594,635,645,648,637,668,685,708,731
"7771","20200331_SYRACUSE (NY)",20200331,"SYRACUSE (NY)",329,0,305,24,0,0,244,207,168,122,94,87,76,44,28,15,9,4,3,416,514,514,571,594,635,645,648,637,668,685,708,731,761
"7772","20200401_SYRACUSE (NY)",20200401,"SYRACUSE (NY)",416,5,329,87,0,5,305,244,207,168,122,94,87,76,44,28,15,9,4,514,514,571,594,635,645,648,637,668,685,708,731,761,788
"7773","20200402_SYRACUSE (NY)",20200402,"SYRACUSE (NY)",514,6,416,98,5,1,329,305,244,207,168,122,94,87,76,44,28,15,9,514,571,594,635,645,648,637,668,685,708,731,761,788,805
"7774","20200403_SYRACUSE (NY)",20200403,"SYRACUSE (NY)",514,6,514,0,6,0,416,329,305,244,207,168,122,94,87,76,44,28,15,571,594,635,645,648,637,668,685,708,731,761,788,805,829
"7775","20200404_SYRACUSE (NY)",20200404,"SYRACUSE (NY)",571,8,514,57,6,2,514,416,329,305,244,207,168,122,94,87,76,44,28,594,635,645,648,637,668,685,708,731,761,788,805,829,838
"7776","20200405_SYRACUSE (NY)",20200405,"SYRACUSE (NY)",594,8,571,23,8,0,514,514,416,329,305,244,207,168,122,94,87,76,44,635,645,648,637,668,685,708,731,761,788,805,829,838,847
"7777","20200406_SYRACUSE (NY)",20200406,"SYRACUSE (NY)",635,11,594,41,8,3,571,514,514,416,329,305,244,207,168,122,94,87,76,645,648,637,668,685,708,731,761,788,805,829,838,847,861
"7778","20200407_SYRACUSE (NY)",20200407,"SYRACUSE (NY)",645,12,635,10,11,1,594,571,514,514,416,329,305,244,207,168,122,94,87,648,637,668,685,708,731,761,788,805,829,838,847,861,867
"7779","20200408_SYRACUSE (NY)",20200408,"SYRACUSE (NY)",648,11,645,3,12,-1,635,594,571,514,514,416,329,305,244,207,168,122,94,637,668,685,708,731,761,788,805,829,838,847,861,867,NA
"7780","20200409_SYRACUSE (NY)",20200409,"SYRACUSE (NY)",637,12,648,-11,11,1,645,635,594,571,514,514,416,329,305,244,207,168,122,668,685,708,731,761,788,805,829,838,847,861,867,NA,NA
"7781","20200410_SYRACUSE (NY)",20200410,"SYRACUSE (NY)",668,13,637,31,12,1,648,645,635,594,571,514,514,416,329,305,244,207,168,685,708,731,761,788,805,829,838,847,861,867,NA,NA,NA
"7782","20200411_SYRACUSE (NY)",20200411,"SYRACUSE (NY)",685,14,668,17,13,1,637,648,645,635,594,571,514,514,416,329,305,244,207,708,731,761,788,805,829,838,847,861,867,NA,NA,NA,NA
"7783","20200412_SYRACUSE (NY)",20200412,"SYRACUSE (NY)",708,17,685,23,14,3,668,637,648,645,635,594,571,514,514,416,329,305,244,731,761,788,805,829,838,847,861,867,NA,NA,NA,NA,NA
"7784","20200413_SYRACUSE (NY)",20200413,"SYRACUSE (NY)",731,17,708,23,17,0,685,668,637,648,645,635,594,571,514,514,416,329,305,761,788,805,829,838,847,861,867,NA,NA,NA,NA,NA,NA
"7785","20200414_SYRACUSE (NY)",20200414,"SYRACUSE (NY)",761,20,731,30,17,3,708,685,668,637,648,645,635,594,571,514,514,416,329,788,805,829,838,847,861,867,NA,NA,NA,NA,NA,NA,NA
"7786","20200415_SYRACUSE (NY)",20200415,"SYRACUSE (NY)",788,20,761,27,20,0,731,708,685,668,637,648,645,635,594,571,514,514,416,805,829,838,847,861,867,NA,NA,NA,NA,NA,NA,NA,NA
"7787","20200416_SYRACUSE (NY)",20200416,"SYRACUSE (NY)",805,20,788,17,20,0,761,731,708,685,668,637,648,645,635,594,571,514,514,829,838,847,861,867,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7788","20200417_SYRACUSE (NY)",20200417,"SYRACUSE (NY)",829,20,805,24,20,0,788,761,731,708,685,668,637,648,645,635,594,571,514,838,847,861,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7789","20200418_SYRACUSE (NY)",20200418,"SYRACUSE (NY)",838,20,829,9,20,0,805,788,761,731,708,685,668,637,648,645,635,594,571,847,861,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7790","20200419_SYRACUSE (NY)",20200419,"SYRACUSE (NY)",847,29,838,9,20,9,829,805,788,761,731,708,685,668,637,648,645,635,594,861,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7791","20200420_SYRACUSE (NY)",20200420,"SYRACUSE (NY)",861,31,847,14,29,2,838,829,805,788,761,731,708,685,668,637,648,645,635,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7792","20200421_SYRACUSE (NY)",20200421,"SYRACUSE (NY)",867,33,861,6,31,2,847,838,829,805,788,761,731,708,685,668,637,648,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7793","20200311_TALLAHASSEE (FL) - THOMASVILLE (GA)",20200311,"TALLAHASSEE (FL) - THOMASVILLE (GA)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,4,6,9,12,12,14,15,19,25
"7794","20200312_TALLAHASSEE (FL) - THOMASVILLE (GA)",20200312,"TALLAHASSEE (FL) - THOMASVILLE (GA)",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,6,9,12,12,14,15,19,25,33
"7795","20200313_TALLAHASSEE (FL) - THOMASVILLE (GA)",20200313,"TALLAHASSEE (FL) - THOMASVILLE (GA)",1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,6,9,12,12,14,15,19,25,33,47
"7796","20200314_TALLAHASSEE (FL) - THOMASVILLE (GA)",20200314,"TALLAHASSEE (FL) - THOMASVILLE (GA)",1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,6,9,12,12,14,15,19,25,33,47,55
